모델명,변수묶음,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_colsample_bytree,param_learning_rate,param_min_child_samples,param_n_estimators,param_num_leaves,param_reg_lambda,param_subsample,param_subsample_freq,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
LightGBM,B셋,1.4352388978004456,0.1505447565086624,0.19212573766708374,0.0052582213112189,balanced,0.8370786895517575,0.024895501890622528,193,322,31,7.338651790480758,0.7471132530877013,1,"{'class_weight': 'balanced', 'colsample_bytree': np.float64(0.8370786895517575), 'learning_rate': np.float64(0.024895501890622528), 'min_child_samples': 193, 'n_estimators': 322, 'num_leaves': 31, 'reg_lambda': np.float64(7.338651790480758), 'subsample': np.float64(0.7471132530877013), 'subsample_freq': 1}",0.766569592938264,0.6931659260451972,0.8110667232709556,0.7451623363495207,0.7539911446509845,0.04240723437865902,1
LightGBM,B셋,2.8517578840255737,0.184939891984783,0.4142400622367859,0.005575985658355333,balanced,0.7173952698872152,0.02077730198812756,90,591,49,9.22313624127534,0.8423839899124046,1,"{'class_weight': 'balanced', 'colsample_bytree': np.float64(0.7173952698872152), 'learning_rate': np.float64(0.02077730198812756), 'min_child_samples': 90, 'n_estimators': 591, 'num_leaves': 49, 'reg_lambda': np.float64(9.22313624127534), 'subsample': np.float64(0.8423839899124046), 'subsample_freq': 1}",0.7635415938231126,0.7050765432104903,0.8156570000775136,0.7259225936054181,0.7525494326791335,0.04202991929303412,2
LightGBM,B셋,1.809474527835846,0.025657744452387155,0.25211799144744873,0.003285663127078264,,0.8473544037332349,0.056343030242230155,73,704,17,11.930156063342306,0.8721230154351118,1,"{'class_weight': None, 'colsample_bytree': np.float64(0.8473544037332349), 'learning_rate': np.float64(0.056343030242230155), 'min_child_samples': 73, 'n_estimators': 704, 'num_leaves': 17, 'reg_lambda': np.float64(11.930156063342306), 'subsample': np.float64(0.8721230154351118), 'subsample_freq': 1}",0.7566955772741502,0.7028826230688873,0.8092951800565326,0.7399964478505252,0.7522174570625237,0.03827923371147208,3
LightGBM,B셋,1.0337830781936646,0.013091328281000339,0.14282935857772827,0.0021693741059076637,balanced,0.7301321323053057,0.05729938473542885,91,252,38,1.8642761165079123,0.7123738038749523,1,"{'class_weight': 'balanced', 'colsample_bytree': np.float64(0.7301321323053057), 'learning_rate': np.float64(0.05729938473542885), 'min_child_samples': 91, 'n_estimators': 252, 'num_leaves': 38, 'reg_lambda': np.float64(1.8642761165079123), 'subsample': np.float64(0.7123738038749523), 'subsample_freq': 1}",0.7641042623709704,0.7015558452244319,0.8120634994194751,0.7307245294505098,0.7521120341163468,0.04108328529222487,4
LightGBM,B셋,1.5719468593597412,0.04918263385285389,0.18203461170196533,0.003850400105989983,balanced,0.7760609974958406,0.027832876780755886,17,234,92,2.1157899890308403,0.672894435115225,1,"{'class_weight': 'balanced', 'colsample_bytree': np.float64(0.7760609974958406), 'learning_rate': np.float64(0.027832876780755886), 'min_child_samples': 17, 'n_estimators': 234, 'num_leaves': 92, 'reg_lambda': np.float64(2.1157899890308403), 'subsample': np.float64(0.672894435115225), 'subsample_freq': 1}",0.7681430874900103,0.7002742955592614,0.8128159144116671,0.7235711163703176,0.7512011034578141,0.04312879461861169,5
LightGBM,B셋,2.2400763034820557,0.07151573043822687,0.29517894983291626,0.014328128994280697,balanced,0.6849356442713105,0.03272447970178924,30,360,90,4.773919168712655,0.6028265220878869,1,"{'class_weight': 'balanced', 'colsample_bytree': np.float64(0.6849356442713105), 'learning_rate': np.float64(0.03272447970178924), 'min_child_samples': 30, 'n_estimators': 360, 'num_leaves': 90, 'reg_lambda': np.float64(4.773919168712655), 'subsample': np.float64(0.6028265220878869), 'subsample_freq': 1}",0.7568871368633542,0.7149948781100179,0.8172326185248845,0.7141347938471951,0.7508123568363629,0.042061530893099226,6
LightGBM,B셋,2.4298269748687744,0.10847199083700519,0.37804651260375977,0.017907498831857434,balanced,0.881207583558071,0.053541630495137875,195,763,26,1.2657278819106903,0.7988994023569542,1,"{'class_weight': 'balanced', 'colsample_bytree': np.float64(0.881207583558071), 'learning_rate': np.float64(0.053541630495137875), 'min_child_samples': 195, 'n_estimators': 763, 'num_leaves': 26, 'reg_lambda': np.float64(1.2657278819106903), 'subsample': np.float64(0.7988994023569542), 'subsample_freq': 1}",0.7626995968036692,0.7031073398227212,0.8041686189905182,0.7254996647478611,0.7488688050911925,0.038371827688415454,7
LightGBM,B셋,2.4629059433937073,0.07675456528855977,0.3629007339477539,0.003957368314685394,balanced,0.7433862914177091,0.027371751200935983,144,400,86,2.6243209501095666,0.6381640465961645,1,"{'class_weight': 'balanced', 'colsample_bytree': np.float64(0.7433862914177091), 'learning_rate': np.float64(0.027371751200935983), 'min_child_samples': 144, 'n_estimators': 400, 'num_leaves': 86, 'reg_lambda': np.float64(2.6243209501095666), 'subsample': np.float64(0.6381640465961645), 'subsample_freq': 1}",0.766428388825604,0.7004443381844188,0.8129671708917133,0.7154305996887074,0.7488176243976108,0.044384601995268634,8
LightGBM,B셋,1.8802909851074219,0.0766670123871032,0.22044962644577026,0.0025021510971578527,balanced,0.7103996728090174,0.04461436089046751,54,264,103,19.055576023698443,0.908897907718663,1,"{'class_weight': 'balanced', 'colsample_bytree': np.float64(0.7103996728090174), 'learning_rate': np.float64(0.04461436089046751), 'min_child_samples': 54, 'n_estimators': 264, 'num_leaves': 103, 'reg_lambda': np.float64(19.055576023698443), 'subsample': np.float64(0.908897907718663), 'subsample_freq': 1}",0.7610463155884044,0.7057288807862252,0.8132596401765765,0.7144273014975542,0.7486155345121901,0.042841233233261916,9
LightGBM,B셋,1.8223817944526672,0.1484820507764944,0.20132440328598022,0.006634291964856231,,0.9186171947440931,0.032867452853300214,81,220,117,2.58952924735297,0.6399899663272012,1,"{'class_weight': None, 'colsample_bytree': np.float64(0.9186171947440931), 'learning_rate': np.float64(0.032867452853300214), 'min_child_samples': 81, 'n_estimators': 220, 'num_leaves': 117, 'reg_lambda': np.float64(2.58952924735297), 'subsample': np.float64(0.6399899663272012), 'subsample_freq': 1}",0.7679583405237521,0.6881595625100254,0.8062941900331764,0.7314171498048185,0.7484573107179431,0.043736655951565756,10
LightGBM,B셋,1.5094184279441833,0.008462089903235206,0.1649078130722046,0.0068139652559561625,balanced,0.822080324639785,0.08393583423499193,11,503,26,3.9209347021992134,0.9530545372757359,1,"{'class_weight': 'balanced', 'colsample_bytree': np.float64(0.822080324639785), 'learning_rate': np.float64(0.08393583423499193), 'min_child_samples': 11, 'n_estimators': 503, 'num_leaves': 26, 'reg_lambda': np.float64(3.9209347021992134), 'subsample': np.float64(0.9530545372757359), 'subsample_freq': 1}",0.7604545683719676,0.7082338984030763,0.7959713193902516,0.7288522338700932,0.7483780050088472,0.03318046108106829,11
LightGBM,B셋,3.7567151188850403,0.16500096635104539,0.5900077223777771,0.060123904902256095,,0.6307919639315172,0.04383329786942253,95,777,56,9.854335238232672,0.8533615026041694,1,"{'class_weight': None, 'colsample_bytree': np.float64(0.6307919639315172), 'learning_rate': np.float64(0.04383329786942253), 'min_child_samples': 95, 'n_estimators': 777, 'num_leaves': 56, 'reg_lambda': np.float64(9.854335238232672), 'subsample': np.float64(0.8533615026041694), 'subsample_freq': 1}",0.7534508859210849,0.712234749947128,0.811061940043038,0.7106943358617577,0.7468604779432522,0.04084174361295359,12
LightGBM,B셋,3.586158275604248,0.26461768948200176,0.45241451263427734,0.012316703915226795,balanced,0.782613828193164,0.03613565111350388,93,530,106,1.8611463105129133,0.9627313766183017,1,"{'class_weight': 'balanced', 'colsample_bytree': np.float64(0.782613828193164), 'learning_rate': np.float64(0.03613565111350388), 'min_child_samples': 93, 'n_estimators': 530, 'num_leaves': 106, 'reg_lambda': np.float64(1.8611463105129133), 'subsample': np.float64(0.9627313766183017), 'subsample_freq': 1}",0.7638055043971205,0.7042178784457739,0.8037078567690812,0.715471119310642,0.7468005897306544,0.03975684589402978,13
LightGBM,B셋,3.45599901676178,0.046749575291433934,0.5399783253669739,0.006725585711956492,balanced,0.8940864476963089,0.03523037787141002,168,497,113,1.1617718528420535,0.6699819708383744,1,"{'class_weight': 'balanced', 'colsample_bytree': np.float64(0.8940864476963089), 'learning_rate': np.float64(0.03523037787141002), 'min_child_samples': 168, 'n_estimators': 497, 'num_leaves': 113, 'reg_lambda': np.float64(1.1617718528420535), 'subsample': np.float64(0.6699819708383744), 'subsample_freq': 1}",0.7601807790847831,0.6960729117918913,0.8027670118369719,0.7229195168296022,0.7454850548858121,0.04014956504990776,14
