모델명,변수묶음,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_lambda,param_scale_pos_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
XGBoost,B셋,2.1254382729530334,0.25374272398910663,0.06373012065887451,0.014854102428191256,0.8143098736299034,0.025539888975381654,3,9,323,3.2593795186628483,1.4998098731742233,0.6163100566219055,"{'colsample_bytree': np.float64(0.8143098736299034), 'learning_rate': np.float64(0.025539888975381654), 'max_depth': 3, 'min_child_weight': 9, 'n_estimators': 323, 'reg_lambda': np.float64(3.2593795186628483), 'scale_pos_weight': 1.4998098731742233, 'subsample': np.float64(0.6163100566219055)}",0.7562504503832408,0.7030113474335049,0.8137958609906799,0.8015935152778917,0.7686627935213293,0.0435476889461463,1
XGBoost,B셋,1.8395881056785583,0.012101565156123678,0.05682337284088135,0.00041208268522360987,0.6296178606936361,0.0527981135485379,3,28,334,11.502249952235172,1.4998098731742233,0.7323592099410596,"{'colsample_bytree': np.float64(0.6296178606936361), 'learning_rate': np.float64(0.0527981135485379), 'max_depth': 3, 'min_child_weight': 28, 'n_estimators': 334, 'reg_lambda': np.float64(11.502249952235172), 'scale_pos_weight': 1.4998098731742233, 'subsample': np.float64(0.7323592099410596)}",0.7572420982933328,0.7061668124004725,0.8046345644214461,0.7864569968222435,0.7636251179843738,0.037233282185738945,2
XGBoost,B셋,2.2247886657714844,0.12442422546640398,0.0853927731513977,0.010781642656146428,0.6915192661966489,0.024635727675700346,5,19,285,12.868629664850145,1.4998098731742233,0.9232481518257668,"{'colsample_bytree': np.float64(0.6915192661966489), 'learning_rate': np.float64(0.024635727675700346), 'max_depth': 5, 'min_child_weight': 19, 'n_estimators': 285, 'reg_lambda': np.float64(12.868629664850145), 'scale_pos_weight': 1.4998098731742233, 'subsample': np.float64(0.9232481518257668)}",0.7675866932230524,0.6937571135274996,0.8054631965920468,0.778925133655352,0.7614330342494877,0.04142018379325622,3
XGBoost,B셋,5.102862656116486,0.07343198464722545,0.16553515195846558,0.0020885728493607657,0.679486272613669,0.020301330868858616,5,19,792,6.895765542898919,1.0,0.9085081386743783,"{'colsample_bytree': np.float64(0.679486272613669), 'learning_rate': np.float64(0.020301330868858616), 'max_depth': 5, 'min_child_weight': 19, 'n_estimators': 792, 'reg_lambda': np.float64(6.895765542898919), 'scale_pos_weight': 1.0, 'subsample': np.float64(0.9085081386743783)}",0.7673782783356815,0.7120466155323869,0.8056793631851994,0.7605777401192796,0.7614204992931368,0.03328976120664231,4
XGBoost,B셋,5.74104905128479,0.07463317536720553,0.1841767430305481,0.008444288071182462,0.7077649335194086,0.038738597063757575,5,22,871,3.3892507693557397,1.0,0.7615344684232164,"{'colsample_bytree': np.float64(0.7077649335194086), 'learning_rate': np.float64(0.038738597063757575), 'max_depth': 5, 'min_child_weight': 22, 'n_estimators': 871, 'reg_lambda': np.float64(3.3892507693557397), 'scale_pos_weight': 1.0, 'subsample': np.float64(0.7615344684232164)}",0.7661897311391387,0.7115171400325022,0.8071285322855472,0.7520307357879654,0.7592165348112885,0.034172550895661145,5
XGBoost,B셋,3.186926007270813,0.03232711648718559,0.10961776971817017,0.0010432352412227395,0.7836995567863468,0.049374393769437024,5,22,508,17.898794163735268,1.4998098731742233,0.9754210836063001,"{'colsample_bytree': np.float64(0.7836995567863468), 'learning_rate': np.float64(0.049374393769437024), 'max_depth': 5, 'min_child_weight': 22, 'n_estimators': 508, 'reg_lambda': np.float64(17.898794163735268), 'scale_pos_weight': 1.4998098731742233, 'subsample': np.float64(0.9754210836063001)}",0.765947747755872,0.7054271334544134,0.8051890243952899,0.7548906494204972,0.7578636387565183,0.03557903419874425,6
XGBoost,B셋,4.074718475341797,0.1263831702291124,0.11427855491638184,0.002310367232796994,0.7246844304357644,0.08178571400096163,4,4,676,17.87733361282641,1.4998098731742233,0.7799016533479063,"{'colsample_bytree': np.float64(0.7246844304357644), 'learning_rate': np.float64(0.08178571400096163), 'max_depth': 4, 'min_child_weight': 4, 'n_estimators': 676, 'reg_lambda': np.float64(17.87733361282641), 'scale_pos_weight': 1.4998098731742233, 'subsample': np.float64(0.7799016533479063)}",0.7570914171745049,0.7178301026063145,0.7978143048306464,0.7580508431518105,0.757696666940819,0.028280998876297477,7
XGBoost,B셋,3.3053659200668335,0.007977868158505656,0.1000935435295105,0.0009320496658229479,0.9768807022739411,0.09194081411309145,4,9,545,0.716880208213705,1.4998098731742233,0.6964101864104046,"{'colsample_bytree': np.float64(0.9768807022739411), 'learning_rate': np.float64(0.09194081411309145), 'max_depth': 4, 'min_child_weight': 9, 'n_estimators': 545, 'reg_lambda': np.float64(0.716880208213705), 'scale_pos_weight': 1.4998098731742233, 'subsample': np.float64(0.6964101864104046)}",0.7558133986230194,0.7127012498617157,0.7976585023531331,0.7630963342767829,0.7573173712786627,0.030222770776940366,8
XGBoost,B셋,3.1655807495117188,0.39397532195220586,0.11045247316360474,0.0027064723911974383,0.8099098641033556,0.059061298277369265,6,28,389,0.6984365333204564,1.4998098731742233,0.6798695128633439,"{'colsample_bytree': np.float64(0.8099098641033556), 'learning_rate': np.float64(0.059061298277369265), 'max_depth': 6, 'min_child_weight': 28, 'n_estimators': 389, 'reg_lambda': np.float64(0.6984365333204564), 'scale_pos_weight': 1.4998098731742233, 'subsample': np.float64(0.6798695128633439)}",0.7670339361807801,0.7067329919389076,0.8052576612332618,0.749951935985107,0.7572441313345141,0.03537545281802842,9
XGBoost,B셋,6.13478410243988,0.07710098747333279,0.2142844796180725,0.003947155343576998,0.695824756266789,0.029610080508094785,6,26,871,3.843597496340838,1.0,0.8688542189623514,"{'colsample_bytree': np.float64(0.695824756266789), 'learning_rate': np.float64(0.029610080508094785), 'max_depth': 6, 'min_child_weight': 26, 'n_estimators': 871, 'reg_lambda': np.float64(3.843597496340838), 'scale_pos_weight': 1.0, 'subsample': np.float64(0.8688542189623514)}",0.7671182399986227,0.7091215302280582,0.8018344258347271,0.7446011475411506,0.7556688359006397,0.03373238777184594,10
