모델명,변수묶음,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_모델__alpha,param_모델__batch_size,param_모델__hidden_layer_sizes,param_모델__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
MLP,B셋,6.230497598648071,0.5407832867889771,0.07738679647445679,0.0037801764481583933,3.1489116479568635e-05,256,"(64, 32)",0.0044803926826840635,"{'모델__alpha': np.float64(3.1489116479568635e-05), '모델__batch_size': 256, '모델__hidden_layer_sizes': (64, 32), '모델__learning_rate_init': np.float64(0.0044803926826840635)}",0.743267372769211,0.67814441698663,0.8044686824082863,0.7372890900642153,0.7407923905570857,0.04471531445628409,1
MLP,B셋,7.383027672767639,1.444682884916199,0.0792466402053833,0.010703961169471194,0.00011400863701127338,512,"(64,)",0.0005746499650110704,"{'모델__alpha': np.float64(0.00011400863701127338), '모델__batch_size': 512, '모델__hidden_layer_sizes': (64,), '모델__learning_rate_init': np.float64(0.0005746499650110704)}",0.7400164918489686,0.6585423526696785,0.7941392768940024,0.7234075130931414,0.7290264086264477,0.048373654178687615,2
MLP,B셋,6.028988301753998,1.4905609717026793,0.07611620426177979,0.011160353174992433,1.7073967431528114e-06,512,"(64,)",0.003027182927734625,"{'모델__alpha': np.float64(1.7073967431528114e-06), '모델__batch_size': 512, '모델__hidden_layer_sizes': (64,), '모델__learning_rate_init': np.float64(0.003027182927734625)}",0.7214792710302159,0.6843784017911426,0.7924605183706019,0.7101337516655474,0.727112985714377,0.04005177217482335,3
MLP,B셋,7.99398136138916,2.0516679056469216,0.08531343936920166,0.005572541971186801,5.34293726127978e-05,256,"(64, 32)",0.003126143958203107,"{'모델__alpha': np.float64(5.34293726127978e-05), '모델__batch_size': 256, '모델__hidden_layer_sizes': (64, 32), '모델__learning_rate_init': np.float64(0.003126143958203107)}",0.7276680402586938,0.6635216574956545,0.7885640689104805,0.7230913910950515,0.7257112894399701,0.044240012855000205,4
MLP,B셋,10.777948021888733,2.892748759059555,0.09361845254898071,0.009482511169153492,3.6138942712165278e-06,512,"(128, 64)",0.001498365454855079,"{'모델__alpha': np.float64(3.6138942712165278e-06), '모델__batch_size': 512, '모델__hidden_layer_sizes': (128, 64), '모델__learning_rate_init': np.float64(0.001498365454855079)}",0.7131247490185163,0.6605528173522837,0.7934392539709206,0.7250729172871897,0.7230474344072275,0.047336950917206244,5
MLP,B셋,10.659814894199371,2.146563625267968,0.08220744132995605,0.007473323163578865,0.0002481040974867811,256,"(128,)",0.000797854234707418,"{'모델__alpha': np.float64(0.0002481040974867811), '모델__batch_size': 256, '모델__hidden_layer_sizes': (128,), '모델__learning_rate_init': np.float64(0.000797854234707418)}",0.7304304290599769,0.6417648913346579,0.765907573361448,0.7258098705629317,0.7159781910797536,0.0455688659563302,6
MLP,B셋,6.357105195522308,1.6397259675194216,0.07524216175079346,0.004576392521565329,0.0006796578090758161,512,"(64,)",0.009138013915892867,"{'모델__alpha': np.float64(0.0006796578090758161), '모델__batch_size': 512, '모델__hidden_layer_sizes': (64,), '모델__learning_rate_init': np.float64(0.009138013915892867)}",0.7182197493102321,0.6583652929055814,0.7893102524656106,0.6717493706093489,0.7094111663226932,0.051199480344021,7
MLP,B셋,11.079012036323547,3.950400597037733,0.08614033460617065,0.0025377051210143894,0.002136832907235877,512,"(128,)",0.0008620446097910765,"{'모델__alpha': np.float64(0.002136832907235877), '모델__batch_size': 512, '모델__hidden_layer_sizes': (128,), '모델__learning_rate_init': np.float64(0.0008620446097910765)}",0.7298411166798998,0.6395260511464393,0.7276167194504418,0.7350514310681889,0.7080088295862424,0.039630516469044995,8
MLP,B셋,12.975108563899994,2.9361588764001003,0.07911765575408936,0.001942358796363221,6.672367170464208e-05,256,"(128,)",0.0009093929525644106,"{'모델__alpha': np.float64(6.672367170464208e-05), '모델__batch_size': 256, '모델__hidden_layer_sizes': (128,), '모델__learning_rate_init': np.float64(0.0009093929525644106)}",0.729758856922211,0.6365093132037667,0.7260003028825982,0.7242370091546342,0.7041263705408025,0.039089632585132705,9
MLP,B셋,8.570525109767914,1.1175503334221504,0.08335989713668823,0.0071821704803469106,5.415244119402541e-06,512,"(128,)",0.0024082072654535423,"{'모델__alpha': np.float64(5.415244119402541e-06), '모델__batch_size': 512, '모델__hidden_layer_sizes': (128,), '모델__learning_rate_init': np.float64(0.0024082072654535423)}",0.7317157931110527,0.6324252036945968,0.7318192513613856,0.7046966336213238,0.7001642204470897,0.04064068121824134,10
