방식,AUC,PR-AUC,F1@0.5,best_F1,임계값,초
기본,0.7514948209699782,0.6627748490375849,0.589708199484555,0.6456698810972755,0.29424367217201236,7.044138193130493
class_weight=balanced,0.7476598872158844,0.6600019629526916,0.6212493904751585,0.6440110395584177,0.3568993648056402,7.260199546813965
SMOTE,0.7526737722832983,0.6629064058785192,0.6105457046596486,0.6470326557662802,0.2977204212343865,25.483835220336914
